-6.93241706845 3.61548762387 0.5   True 64.0 0.0 419.985261617 56.0349255035 "2012-10-23 07:16:00"
-8.37138505571 4.1305443728 1.0   True 60.5 0.0 477.972480256 35.0027146998 "2011-09-20 08:22:00"
-7.31974324479 3.81993734087 1.0   True 61.0 0.0 403.680576148 26.7768609056 "2011-09-20 08:22:00"
-12.4756703456 7.05359356663 1.0   True 60.0 0.0 357.503768203 39.3948064964 "2011-09-20 08:22:00"
4.09311294704 2.26969894027 0.5   True 61.0 1.0 313.11136385 16.9448202303 "2011-09-20 08:22:00"
-13.1599805839 9.71154453578 0.5   True 60.0 1.0 356.321046667 73.3691657724 "2011-09-20 08:22:00"
-7.31974324479   61.15 -2.14 False 61.0 -1.0 1146.72926256  "2011-09-20 08:22:00"
-7.31974324479   61.7 -3.57 False 61.5 -2.0 1578.72432235  "2011-09-20 08:22:00"
-7.31974324479   61.68 -2.37 False 61.5 -1.0 1376.78889575  "2011-09-20 08:22:00"
-7.31974324479   61.59 -0.74 False 61.5 0.0 743.789605479  "2011-09-20 08:22:00"
-7.31974324479   62.19 -2.46 False 62.0 -1.0 1476.34286211  "2011-09-20 08:22:00"
-7.31974324479   62.06 -0.44 False 62.0 0.0 441.823528658  "2011-09-20 08:22:00"
-7.31974324479   62.71 -2.64 False 62.5 -1.0 1648.68453858  "2011-09-20 08:22:00"
-7.31974324479   62.57 -0.58 False 62.5 0.0 583.872265232  "2011-09-20 08:22:00"
-7.49814615537 4.2169944079 1.5   True 60.5 1.0 442.661977195 26.8836447 "2011-09-20 08:24:00"
-5.92198807231 5.85244655334 1.0   True 60.5 0.0 442.592070135 41.6988628263 "2011-09-20 08:24:00"
7.56976981737 3.97709988167 1.0   True 61.0 0.0 579.972262564 59.1045800084 "2011-09-20 08:24:00"
-11.4424592819 6.91811242042 1.0   True 60.0 0.0 354.403381343 35.8761445124 "2011-09-20 08:24:00"
-7.71189480223 5.40915631987 1.0   True 60.0 1.0 374.937440768 26.6044393839 "2011-09-20 08:24:00"
-14.6138701037 7.10913216837 1.0   True 60.5 2.0 478.205674832 49.0884877821 "2011-09-20 08:24:00"
-14.6138701037   59.1 1.62 False 59.0 2.0 392.409595968  "2011-09-20 08:24:00"
-14.6138701037   60.16 1.38 False 60.0 2.0 641.33622446  "2011-09-20 08:24:00"
7.56976981737   60.92 -1.59 False 61.0 -1.0 594.398921147  "2011-09-20 08:24:00"
-7.49814615537   61.04 0.69 False 61.0 1.0 311.155207488  "2011-09-20 08:24:00"
-14.6138701037   61.17 1.35 False 61.0 2.0 672.475370988  "2011-09-20 08:24:00"
7.56976981737   61.2 -3.23 False 61.5 -1.0 2246.33891593  "2011-09-20 08:24:00"
7.56976981737   61.37 -0.98 False 61.5 0.0 983.581337908  "2011-09-20 08:24:00"
7.56976981737   61.69 -3.33 False 62.0 -1.0 2346.29881897  "2011-09-20 08:24:00"
7.56976981737   61.9 -0.72 False 62.0 0.0 722.524392383  "2011-09-20 08:24:00"
7.56976981737   62.44 -2.48 False 62.5 -2.0 481.029500866  "2011-09-20 08:24:00"
7.56976981737   62.18 -3.41 False 62.5 -1.0 2431.88312906  "2011-09-20 08:24:00"
7.56976981737   62.36 -1.06 False 62.5 0.0 1073.92763492  "2011-09-20 08:24:00"
7.56976981737   62.91 -1.71 False 63.0 -1.0 711.625014099  "2011-09-20 08:24:00"
-19.6507986908 4.27830552809 1.0   True 60.5 1.0 408.120202691 27.6495815814 "2011-09-20 08:26:00"
-8.18972214344 4.03425144618 1.0   True 60.5 0.0 472.725224008 29.5566530603 "2011-09-20 08:26:00"
7.78650099011 4.55310376896 1.0   True 61.0 0.0 665.63607199 70.9347496156 "2011-09-20 08:26:00"
-11.7582762542 7.01295367666 0.5   True 61.0 1.0 327.704147618 46.5707807054 "2011-09-20 08:26:00"
-19.6507986908   59.24 1.32 False 59.0 2.0 721.614759421  "2011-09-20 08:26:00"
-8.18972214344   60.09 -0.61 False 60.0 0.0 615.886702006  "2011-09-20 08:26:00"
-19.6507986908   60.23 1.36 False 60.0 2.0 675.98496451  "2011-09-20 08:26:00"
7.78650099011   60.89 -1.83 False 61.0 -1.0 839.836192959  "2011-09-20 08:26:00"
7.78650099011   61.2 -3.2 False 61.5 -1.0 2220.35235119  "2011-09-20 08:26:00"
7.78650099011   61.37 -0.93 False 61.5 0.0 940.556469258  "2011-09-20 08:26:00"
7.78650099011   61.7 -3.17 False 62.0 -1.0 2192.59691361  "2011-09-20 08:26:00"
7.78650099011   61.87 -0.95 False 62.0 0.0 963.832460573  "2011-09-20 08:26:00"
7.78650099011   62.18 -3.33 False 62.5 -1.0 2350.63517733  "2011-09-20 08:26:00"
7.78650099011   61.75 -5.46 False 62.5 0.0 5512.11247867  "2011-09-20 08:26:00"
7.78650099011   62.94 -1.45 False 63.0 -1.0 452.240222623  "2011-09-20 08:26:00"
-0.00964765072863 2.86115196547 0.5   True 60.5 1.0 287.176383451 18.3051805027 "2011-09-20 08:28:00"
2.52238117919 1.97040419084 0.5   True 61.0 1.0 292.989151861 15.6358557436 "2011-09-20 08:28:00"
24.0246646526 4.44925525217 1.0   True 60.0 1.0 586.355210752 42.8091363581 "2011-09-20 08:28:00"
24.0246646526   59.27 1.49 False 59.5 2.0 560.605771909  "2011-09-20 08:28:00"
24.0246646526   59.56 -0.98 False 60.0 0.0 1070.61890071  "2011-09-20 08:28:00"
24.0246646526   59.7 1.33 False 60.0 2.0 733.868985818  "2011-09-20 08:28:00"
-0.00964765072863   60.5 -0.78 False 60.5 0.0 783.096945687  "2011-09-20 08:28:00"
-0.00964765072863   60.5 1.25 False 60.5 2.0 749.878014775  "2011-09-20 08:28:00"
2.52238117919   60.96 -0.83 False 61.0 0.0 829.36201238  "2011-09-20 08:28:00"
2.52238117919   61.41 -3.1 False 61.5 -1.0 2097.81458617  "2011-09-20 08:28:00"
2.52238117919   61.46 -0.83 False 61.5 0.0 828.604329055  "2011-09-20 08:28:00"
2.52238117919   61.48 0.52 False 61.5 1.0 484.341961981  "2011-09-20 08:28:00"
2.52238117919   61.9 -3.24 False 62.0 -1.0 2245.90902437  "2011-09-20 08:28:00"
2.52238117919   61.96 -0.82 False 62.0 0.0 821.852219654  "2011-09-20 08:28:00"
2.52238117919   62.39 -3.39 False 62.5 -1.0 2395.33089309  "2011-09-20 08:28:00"
2.52238117919   62.46 -0.87 False 62.5 0.0 866.860981138  "2011-09-20 08:28:00"
2.52238117919   62.98 -1.39 False 63.0 -1.0 391.235268825  "2011-09-20 08:28:00"
-8.35522932057 7.63246571948 1.5   True 60.5 1.0 531.326292139 58.252070121 "2011-09-20 08:32:00"
-6.8560521377 6.53793979378 1.5   True 61.0 0.0 397.938393138 48.5546363176 "2011-09-20 08:32:00"
-7.0647127073 3.40086406305 0.5   True 61.0 1.0 305.108886721 26.1242979342 "2011-09-20 08:32:00"
-12.9000096156 8.78800931766 1.5   True 60.5 0.0 496.996441244 63.2667454552 "2011-09-20 08:32:00"
-6.8560521377   61.6 -0.85 False 61.5 0.0 859.099484423  "2011-09-20 08:32:00"
-6.8560521377   62.12 -1.97 False 62.0 -1.0 981.15618266  "2011-09-20 08:32:00"
-6.8560521377   62.1 -0.81 False 62.0 0.0 818.95167077  "2011-09-20 08:32:00"
-6.8560521377   62.68 -2.46 False 62.5 -1.0 1470.41223053  "2011-09-20 08:32:00"
-6.8560521377   62.6 -0.86 False 62.5 0.0 867.243144055  "2011-09-20 08:32:00"
-7.90888262628 5.15884526168 0.5   True 60.5 1.0 237.687737291 27.1097971863 "2011-09-20 08:34:00"
-3.55545301256 2.97180929607 0.5   True 61.0 1.0 302.460958387 21.3522094616 "2011-09-20 08:34:00"
-3.55545301256   61.56 -0.89 False 61.5 0.0 896.622462677  "2011-09-20 08:34:00"
-3.55545301256   62.57 -2.18 False 62.5 -1.0 1177.69735989  "2011-09-20 08:34:00"
-3.55545301256   62.58 -1.25 False 62.5 0.0 1256.45427928  "2011-09-20 08:34:00"
-9.7212173448 6.08872578646 0.5   True 60.5 1.0 346.235298562 44.0409004091 "2011-09-20 08:36:00"
-7.63275997723 5.08709883238 0.5   True 61.0 1.0 331.451176276 34.6759939908 "2011-09-20 08:36:00"
-5.34529480766 1.96556095889 1.0   True 61.5 1.0 343.731641713 15.2059068891 "2011-09-20 08:36:00"
-9.7212173448   60.66 -0.91 False 60.5 0.0 925.022062309  "2011-09-20 08:36:00"
-5.34529480766   62.63 -2.36 False 62.5 -1.0 1364.71285195  "2011-09-20 08:36:00"
-12.0750542758 10.1214205851 0.5   True 60.5 1.0 484.702312302 78.3958214677 "2011-09-20 08:40:00"
-12.0750542758   61.14 -0.66 False 61.0 0.0 677.670077267  "2011-09-20 08:40:00"
-12.0750542758   61.14 0.33 False 61.0 1.0 681.027805758  "2011-09-20 08:40:00"
-12.0750542758   61.72 -1.03 False 61.5 0.0 1048.61984984  "2011-09-20 08:40:00"
-12.0750542758   61.64 0.33 False 61.5 1.0 689.789978366  "2011-09-20 08:40:00"
-12.0750542758   62.19 -0.91 False 62.0 0.0 930.704621618  "2011-09-20 08:40:00"
-12.0750542758   62.78 -1.29 False 62.5 0.0 1316.63651293  "2011-09-20 08:40:00"
-14.9778577431 10.8264280138 0.5   True 60.5 1.0 511.396789334 84.7253018557 "2011-09-20 08:42:00"
-14.9778577431   61.21 -0.79 False 61.0 0.0 820.975781894  "2011-09-20 08:42:00"
-14.9778577431   61.17 0.37 False 61.0 1.0 647.602089245  "2011-09-20 08:42:00"
-14.9778577431   61.68 0.33 False 61.5 1.0 688.907108122  "2011-09-20 08:42:00"
-14.9778577431   62.21 -0.79 False 62.0 0.0 818.215915922  "2011-09-20 08:42:00"
-14.9778577431   62.16 0.41 False 62.0 1.0 613.255381666  "2011-09-20 08:42:00"
-14.9778577431   62.8 -1.13 False 62.5 0.0 1168.48057763  "2011-09-20 08:42:00"
-13.705076779 11.9709742281 0.5   True 60.5 1.0 414.387204824 79.6685511475 "2011-09-20 08:46:00"
-13.705076779   61.17 0.31 False 61.0 1.0 708.014521532  "2011-09-20 08:46:00"
-13.705076779   61.7 -0.82 False 61.5 0.0 848.032250132  "2011-09-20 08:46:00"
-13.705076779   61.67 0.29 False 61.5 1.0 725.741294659  "2011-09-20 08:46:00"
-13.705076779   62.26 -1.07 False 62.0 0.0 1097.78046115  "2011-09-20 08:46:00"
-13.705076779   62.15 0.39 False 62.0 1.0 623.026042753  "2011-09-20 08:46:00"
-13.705076779   62.77 -1.1 False 62.5 0.0 1136.52854147  "2011-09-20 08:46:00"
-9.09515277922 8.19840178359 0.5   True 61.0 1.0 481.75346698 62.9677662385 "2011-09-20 08:48:00"
-9.09515277922   61.63 -0.83 False 61.5 0.0 841.008033724  "2011-09-20 08:48:00"
-9.09515277922   61.61 0.29 False 61.5 1.0 716.121972198  "2011-09-20 08:48:00"
-9.09515277922   62.14 -0.85 False 62.0 0.0 863.627414473  "2011-09-20 08:48:00"
-9.09515277922   62.11 0.29 False 62.0 1.0 723.96605841  "2011-09-20 08:48:00"
-9.09515277922   62.74 -1.47 False 62.5 0.0 1492.29426516  "2011-09-20 08:48:00"
-8.31401713803 7.59180834556 0.5   True 60.5 1.0 449.723274728 57.2424644458 "2011-09-20 08:50:00"
-6.44657163687 5.71517250017 0.5   True 61.0 1.0 472.653179487 48.7563396131 "2011-09-20 08:50:00"
-6.44657163687   61.59 0.21 False 61.5 1.0 796.02514361  "2011-09-20 08:50:00"
-6.44657163687   62.11 -0.96 False 62.0 0.0 966.088321272  "2011-09-20 08:50:00"
-6.44657163687   62.09 0.19 False 62.0 1.0 814.285445217  "2011-09-20 08:50:00"
-6.44657163687   62.65 -1.37 False 62.5 0.0 1374.67879209  "2011-09-20 08:50:00"
-18.8261233394 8.204757869 1.0   True 60.5 1.0 402.915983009 49.0014823452 "2011-09-20 08:54:00"
-18.8261233394   61.24 0.29 False 61.0 1.0 752.473628434  "2011-09-20 08:54:00"
-18.8261233394   61.68 0.47 False 61.5 1.0 556.077628671  "2011-09-20 08:54:00"
-18.8261233394   62.27 0.2 False 62.0 1.0 841.149667987  "2011-09-20 08:54:00"
-17.2336548584 9.61742048177 1.0   True 60.5 1.0 356.386201082 55.9267505984 "2011-09-20 08:56:00"
-13.1695770361 5.0621678935 0.5   True 60.5 2.0 265.03091662 29.3372366929 "2011-09-20 08:56:00"
-17.2336548584   61.2 0.34 False 61.0 1.0 690.910641357  "2011-09-20 08:56:00"
-17.2336548584   61.73 0.26 False 61.5 1.0 771.99124641  "2011-09-20 08:56:00"
-17.2336548584   62.21 0.31 False 62.0 1.0 725.025601661  "2011-09-20 08:56:00"
-12.5946006284 11.4245397895 1.0   True 60.5 1.0 402.265387219 72.7364731198 "2011-09-20 08:58:00"
-9.93000433159 8.38431906717 0.5   True 61.0 1.0 493.655797827 64.4405549554 "2011-09-20 08:58:00"
-9.93000433159   61.64 0.2 False 61.5 1.0 813.886557381  "2011-09-20 08:58:00"
-9.93000433159   62.16 0.08 False 62.0 1.0 930.604148613  "2011-09-20 08:58:00"
-6.86875901848 1.78537364699 0.5   True 60.5 1.0 824.833844606 56.1038267029 "2011-07-25 08:00:00"
-7.0717286203 3.75560076048 1.5   True 60.5 0.0 601.437753692 68.5183980261 "2011-07-25 08:00:00"
-7.0717286203   61.2 -2.59 False 61.0 -1.0 1601.45798555  "2011-07-25 08:00:00"
-7.0717286203   61.67 -2.4 False 61.5 -1.0 1407.37488879  "2011-07-25 08:00:00"
-7.0717286203   62.11 -1.88 False 62.0 -1.0 882.701111451  "2011-07-25 08:00:00"
-7.0717286203   62.57 -1.54 False 62.5 -1.0 540.31149803  "2011-07-25 08:00:00"
-8.19365120135 2.92412816503 0.5   True 60.5 1.0 876.723812289 94.065260439 "2011-07-25 08:02:00"
-13.5282747592 4.25327549184 1.0   True 60.5 0.0 505.536813623 61.0035959171 "2011-07-25 08:02:00"
-13.5282747592   61.19 -1.79 False 61.0 -1.0 816.598345057  "2011-07-25 08:02:00"
-13.5282747592   61.69 -1.79 False 61.5 -1.0 814.611453895  "2011-07-25 08:02:00"
-13.5282747592   62.12 -1.51 False 62.0 -1.0 524.872893494  "2011-07-25 08:02:00"
-13.5282747592   62.66 -2.68 False 62.5 -2.0 701.969246314  "2011-07-25 08:02:00"
-13.5282747592   62.6 -1.41 False 62.5 -1.0 420.319244239  "2011-07-25 08:02:00"
-19.0666713999 5.8031927077 1.0   True 60.5 1.0 499.931387902 70.523911987 "2011-07-25 08:04:00"
-18.1276134917 7.07227803892 1.0   True 60.5 0.0 487.695602583 81.0948763453 "2011-07-25 08:04:00"
-20.2149400827 2.35179450553 1.0   True 60.0 1.0 333.469594811 16.8917976056 "2011-07-25 08:04:00"
-18.1276134917   61.17 -1.51 False 61.0 -1.0 538.417367301  "2011-07-25 08:04:00"
-18.1276134917   61.78 -2.85 False 61.5 -2.0 891.998245177  "2011-07-25 08:04:00"
-18.1276134917   61.72 -1.67 False 61.5 -1.0 706.632505872  "2011-07-25 08:04:00"
-18.1276134917   62.15 -1.47 False 62.0 -1.0 497.051034642  "2011-07-25 08:04:00"
-18.1276134917   62.63 -1.41 False 62.5 -1.0 426.69870285  "2011-07-25 08:04:00"
-20.7826270107 5.76419254627 1.5   True 60.5 1.0 410.691295316 43.4871700296 "2011-07-25 08:06:00"
-19.8218666357 6.75582123285 1.5   True 60.5 0.0 391.103630616 48.51575449 "2011-07-25 08:06:00"
-19.8218666357   61.7 -1.56 False 61.5 -1.0 596.834305408  "2011-07-25 08:06:00"
-19.8218666357   62.17 -1.46 False 62.0 -1.0 490.884853865  "2011-07-25 08:06:00"
-19.8218666357   62.67 -1.48 False 62.5 -1.0 509.541819634  "2011-07-25 08:06:00"
-9.86434173473 3.788694907 1.5   True 60.5 1.0 602.30722942 57.4421579672 "2011-07-25 08:08:00"
-8.46003544031 4.22204374826 1.5   True 60.5 0.0 575.025403715 60.8076315955 "2011-07-25 08:08:00"
-8.46003544031   61.6 -1.65 False 61.5 -1.0 661.729106745  "2011-07-25 08:08:00"
-8.46003544031   62.16 -3.04 False 62.0 -2.0 1054.24321783  "2011-07-25 08:08:00"
-8.46003544031   62.09 -1.6 False 62.0 -1.0 605.754593115  "2011-07-25 08:08:00"
-8.46003544031   62.67 -3.13 False 62.5 -2.0 1141.83956286  "2011-07-25 08:08:00"
-8.46003544031   62.58 -1.55 False 62.5 -1.0 554.956582015  "2011-07-25 08:08:00"
-8.46003544031   63.06 -1.39 False 63.0 -1.0 394.635544958  "2011-07-25 08:08:00"
-10.1990670047 2.35463306562 0.5   True 60.5 1.0 928.747996099 71.3427335017 "2011-07-25 08:10:00"
-10.1990670047   61.61 -1.63 False 61.5 -1.0 636.548913088  "2011-07-25 08:10:00"
-10.1990670047   62.12 -1.66 False 62.0 -1.0 673.431830659  "2011-07-25 08:10:00"
-10.1990670047   62.76 -3.47 False 62.5 -2.0 1492.10635574  "2011-07-25 08:10:00"
-10.1990670047   62.59 -1.51 False 62.5 -1.0 513.283546655  "2011-07-25 08:10:00"
-20.9802171996 4.52930830271 1.0   True 60.5 1.0 615.516659525 65.2563035727 "2011-07-25 08:12:00"
-20.0846488349 10.8090434478 0.5   True 61.0 1.0 749.144636948 177.442919339 "2011-07-25 08:12:00"
-21.2718098964 5.29617527981 1.5   True 60.5 0.0 572.580885451 66.4164533944 "2011-07-25 08:12:00"
-21.2718098964   61.59 -1.23 False 61.5 -1.0 245.1077889  "2011-07-25 08:12:00"
-21.2718098964   62.18 -1.47 False 62.0 -1.0 503.657454112  "2011-07-25 08:12:00"
-21.2718098964   62.67 -1.45 False 62.5 -1.0 479.150903439  "2011-07-25 08:12:00"
-19.1164319011 4.8009781451 0.5   True 60.5 1.0 708.301335847 71.9063505986 "2011-07-25 08:14:00"
-9.49274180665 6.78817070864 1.0   True 61.0 1.0 837.158536804 145.34081284 "2011-07-25 08:14:00"
-11.5768518059 3.34451152176 0.5   True 60.5 0.0 396.593983117 28.4799275917 "2011-07-25 08:14:00"
-11.5768518059   61.6 -1.48 False 61.5 -1.0 492.399389346  "2011-07-25 08:14:00"
-11.5768518059   62.1 -1.49 False 62.0 -1.0 500.927446519  "2011-07-25 08:14:00"
-11.5768518059   62.59 -1.45 False 62.5 -1.0 463.642536489  "2011-07-25 08:14:00"
-14.7618447752 4.89683521298 0.5   True 60.5 1.0 835.255455616 97.1165497567 "2011-07-25 08:16:00"
-14.7618447752   61.24 -0.93 False 61.0 0.0 960.639594422  "2011-07-25 08:16:00"
-14.7618447752   61.31 -0.17 False 61.0 1.0 1212.19265011  "2011-07-25 08:16:00"
-14.7618447752   61.64 -1.52 False 61.5 -1.0 537.394604805  "2011-07-25 08:16:00"
-14.7618447752   61.75 0.07 False 61.5 1.0 962.520224198  "2011-07-25 08:16:00"
-14.7618447752   62.12 -1.47 False 62.0 -1.0 481.821769213  "2011-07-25 08:16:00"
-14.7618447752   62.87 -3.4 False 62.5 -2.0 1446.02812873  "2011-07-25 08:16:00"
-14.7618447752   62.63 -1.51 False 62.5 -1.0 526.197433557  "2011-07-25 08:16:00"
-11.1404561835 4.92044043363 0.5   True 60.5 1.0 818.841653018 111.924336205 "2011-07-25 08:18:00"
-10.6497467483 3.69193109439 0.5   True 61.0 1.0 925.677182028 87.2866335698 "2011-07-25 08:18:00"
-11.6743362896 8.4652046773 0.5   True 61.5 1.0 700.498542435 156.299427736 "2011-07-25 08:18:00"
-11.6743362896   61.62 -1.56 False 61.5 -1.0 573.029480917  "2011-07-25 08:18:00"
-11.6743362896   62.08 -1.38 False 62.0 -1.0 389.63194798  "2011-07-25 08:18:00"
-11.6743362896   62.58 -1.41 False 62.5 -1.0 419.892426747  "2011-07-25 08:18:00"
-11.581770021 5.40919303224 0.5   True 60.5 1.0 780.189887522 96.8776687675 "2011-07-25 08:20:00"
-12.5930590457 4.25410243514 0.5   True 61.0 1.0 821.73921938 86.1909843899 "2011-07-25 08:20:00"
-15.23306874 7.2293159144 0.5   True 61.5 1.0 537.713366785 94.5692583786 "2011-07-25 08:20:00"
-15.23306874   61.56 -1.24 False 61.5 -1.0 243.625803082  "2011-07-25 08:20:00"
-15.23306874   62.14 -1.5 False 62.0 -1.0 518.415782226  "2011-07-25 08:20:00"
-15.23306874   62.65 -1.56 False 62.5 -1.0 576.430582644  "2011-07-25 08:20:00"
-24.9404280065 3.73171105585 0.5   True 61.0 1.0 483.82053541 39.0557595278 "2011-07-25 08:22:00"
-24.9404280065   60.86 0.23 False 60.5 1.0 854.572803158  "2011-07-25 08:22:00"
-24.9404280065   61.77 -1.59 False 61.5 -1.0 647.135304155  "2011-07-25 08:22:00"
-24.9404280065   61.76 0.44 False 61.5 1.0 614.533080907  "2011-07-25 08:22:00"
-24.9404280065   62.27 -1.58 False 62.0 -1.0 644.10559131  "2011-07-25 08:22:00"
-24.9404280065   62.74 -1.51 False 62.5 -1.0 559.027479707  "2011-07-25 08:22:00"
-17.488323809 8.47242478752 0.5   True 60.5 1.0 458.707785523 78.8344007488 "2011-07-25 08:26:00"
-17.488323809   61.14 0.56 False 61.0 1.0 457.270218937  "2011-07-25 08:26:00"
-17.488323809   61.6 0.69 False 61.5 1.0 322.390507137  "2011-07-25 08:26:00"
-17.488323809   62.18 -1.58 False 62.0 -1.0 608.647940214  "2011-07-25 08:26:00"
-17.488323809   62.69 -1.6 False 62.5 -1.0 625.804812735  "2011-07-25 08:26:00"
-19.8205543458 0.707767042311 0.5   True 61.0 1.0 346.644865453 6.53047579265 "2011-07-25 08:28:00"
-19.8205543458   60.76 0.29 False 60.5 1.0 759.048713412  "2011-07-25 08:28:00"
-19.8205543458   61.66 0.56 False 61.5 1.0 464.113378021  "2011-07-25 08:28:00"
-20.5738491249 3.14229043424 0.5   True 61.0 1.0 324.296426465 29.4973271674 "2011-07-25 08:30:00"
-12.6124168536 4.6384472412 1.0   True 61.0 -4.0 928.176413099 120.389151808 "2011-09-12 04:00:00"
-22.3918115131 3.75681866165 0.5   True 61.0 -3.0 714.640036939 74.6320010137 "2011-09-12 04:00:00"
-16.0575289071 4.64177871889 1.5   True 60.0 -2.0 593.960193272 76.5497825286 "2011-09-12 04:00:00"
-21.6224803661 5.41802563528 1.0   True 60.5 -2.0 363.144124967 86.586213401 "2011-09-12 04:00:00"
-7.73786879503 0.847328950202 0.5   True 60.5 -3.0 1154.06522517 35.2158648561 "2011-09-12 04:00:00"
-12.4508408063 4.453967121 0.5   True 60.5 -4.0 988.270619145 110.476319437 "2011-09-12 04:00:00"
-16.0575289071   59.22 -2.76 False 59.0 -2.0 785.983484353  "2011-09-12 04:00:00"
-16.0575289071   59.75 -2.86 False 59.5 -2.0 899.990672245  "2011-09-12 04:00:00"
-12.6124168536   61.61 -5.5 False 61.5 -5.0 515.5746554  "2011-09-12 04:00:00"
-12.6124168536   62.26 -6.15 False 62.0 -5.0 1180.31107004  "2011-09-12 04:00:00"
-12.6124168536   62.74 -6.05 False 62.5 -5.0 1077.38908504  "2011-09-12 04:00:00"
-12.6124168536   63.34 -6.51 False 63.0 -5.0 1549.80428586  "2011-09-12 04:00:00"
-12.6124168536   63.84 -6.5 False 63.5 -5.0 1538.62777215  "2011-09-12 04:00:00"
-10.9780883657 4.95663645256 1.0   True 61.0 -4.0 891.485965521 126.167402961 "2011-09-12 04:02:00"
-13.7516767804 5.02352513992 0.5   True 61.0 -3.0 931.167392925 152.424106729 "2011-09-12 04:02:00"
-16.0575289071 4.64177871889 1.5   True 60.0 -2.0 593.960193272 76.5497825286 "2011-09-12 04:02:00"
-21.6224803661 5.41802563528 1.0   True 60.5 -2.0 363.144124967 86.586213401 "2011-09-12 04:02:00"
-7.72735672239 0.831563464397 0.5   True 60.5 -3.0 1145.45266954 32.5499241744 "2011-09-12 04:02:00"
-12.4042504455 5.0972407637 0.5   True 60.5 -4.0 986.660046105 131.000195839 "2011-09-12 04:02:00"
-16.0575289071   59.22 -2.76 False 59.0 -2.0 785.983484353  "2011-09-12 04:02:00"
-16.0575289071   59.75 -2.86 False 59.5 -2.0 899.990672245  "2011-09-12 04:02:00"
-10.9780883657   61.61 -5.58 False 61.5 -5.0 586.326536376  "2011-09-12 04:02:00"
-10.9780883657   62.23 -6.19 False 62.0 -5.0 1214.57319184  "2011-09-12 04:02:00"
-10.9780883657   62.71 -6.09 False 62.5 -5.0 1114.10112778  "2011-09-12 04:02:00"
-10.9780883657   63.31 -6.61 False 63.0 -5.0 1642.25104684  "2011-09-12 04:02:00"
-10.9780883657   63.81 -6.6 False 63.5 -5.0 1629.52985421  "2011-09-12 04:02:00"
-22.5651159675 2.24836508191 1.5   True 62.0 -5.0 972.952132446 47.6973096419 "2011-09-12 04:04:00"
-18.4477199292 6.25248468372 1.5   True 61.5 -5.0 544.057096752 112.89638867 "2011-09-12 04:04:00"
-14.280567467 4.84799923361 1.5   True 60.0 -2.0 573.997492528 74.6472110156 "2011-09-12 04:04:00"
-20.0043443878 4.60586995074 1.0   True 60.5 -2.0 372.891671284 73.9967063588 "2011-09-12 04:04:00"
-7.14305101813 0.657732786923 0.5   True 60.5 -3.0 1142.04978101 25.1621534679 "2011-09-12 04:04:00"
-6.94151905607 1.7228045678 0.5   True 61.0 -3.0 1105.16009847 72.7877521448 "2011-09-12 04:04:00"
-14.280567467   59.22 -2.87 False 59.0 -2.0 898.984457072  "2011-09-12 04:04:00"
-14.280567467   59.75 -2.96 False 59.5 -2.0 993.856329015  "2011-09-12 04:04:00"
-22.5651159675   62.9 -5.97 False 62.5 -5.0 1045.15219452  "2011-09-12 04:04:00"
-22.5651159675   63.45 -6.08 False 63.0 -5.0 1170.88256632  "2011-09-12 04:04:00"
-22.5651159675   63.81 -5.75 False 63.5 -5.0 816.625213107  "2011-09-12 04:04:00"
-22.5651159675   64.31 -5.75 False 64.0 -5.0 812.203176982  "2011-09-12 04:04:00"
-10.7999127128 1.54232346263 1.0   True 60.5 -3.0 865.826478264 38.5835484528 "2011-09-12 04:06:00"
-9.22364836857 4.14259659258 1.5   True 60.0 -2.0 669.54599212 77.2902009039 "2011-09-12 04:06:00"
-9.22364836857   59.14 -2.88 False 59.0 -2.0 890.697364159  "2011-09-12 04:06:00"
-9.22364836857   59.66 -2.99 False 59.5 -2.0 998.370144112  "2011-09-12 04:06:00"
-10.7999127128   62.23 -6.22 False 62.0 -5.0 1241.90157113  "2011-09-12 04:06:00"
-10.7999127128   62.76 -6.34 False 62.5 -5.0 1361.84676736  "2011-09-12 04:06:00"
-10.7999127128   63.2 -6.05 False 63.0 -5.0 1069.23451919  "2011-09-12 04:06:00"
-10.7999127128   63.69 -6.01 False 63.5 -5.0 1030.25977283  "2011-09-12 04:06:00"
-10.7999127128   64.21 -6.13 False 64.0 -5.0 1146.55338352  "2011-09-12 04:06:00"
-7.42642958539 2.7929813848 1.5   True 60.0 -3.0 727.53306019 48.7657833958 "2011-09-12 04:08:00"
-12.8907179867 0.672935638013 1.0   True 60.5 -3.0 801.87240693 14.5572405647 "2011-09-12 04:08:00"
-4.8173795022 4.59917503276 1.5   True 60.0 -2.0 624.320015406 63.5839537705 "2011-09-12 04:08:00"
-4.8173795022   59.59 -3.02 False 59.5 -2.0 1020.08646935  "2011-09-12 04:08:00"
-12.8907179867   62.24 -6.04 False 62.0 -5.0 1067.94888089  "2011-09-12 04:08:00"
-12.8907179867   62.78 -6.24 False 62.5 -5.0 1269.42131323  "2011-09-12 04:08:00"
-12.8907179867   63.24 -6.04 False 63.0 -5.0 1065.17639255  "2011-09-12 04:08:00"
-12.8907179867   63.73 -6.0 False 63.5 -5.0 1027.14624572  "2011-09-12 04:08:00"
-12.8907179867   64.25 -6.1 False 64.0 -5.0 1124.33622054  "2011-09-12 04:08:00"
