beam,range,geoAzm,magAzm,vLos,MLAT,MLT,MLON,GLAT,GLON,radId,radCode,normMLT_x,normMLTRound,spwdth,pwr
15,22,-10.42,-18.03,-383.5984,58.4806,1.3575,-36.9258,48.4508,-102.0372,204,fhw,1.3575,1,226.6148,12.4013
15,23,-10.42,-18.14,-303.3995,58.8446,1.3404,-37.1828,48.851,-102.1763,204,fhw,1.3404,1,226.6148,12.4013
15,24,-10.42,-18.26,-101.713,59.2073,1.323,-37.4437,49.2502,-102.3167,204,fhw,1.323,1,163.8805,11.4321
16,22,-7.18,-14.15,-248.158,58.6923,1.4334,-35.7883,48.5506,-101.1919,204,fhw,1.4334,1,209.3016,13.4048
16,23,-7.18,-14.23,-130.488,59.0667,1.4199,-35.991,48.9559,-101.2918,204,fhw,1.4199,1,203.1014,12.9484
17,21,-3.94,-10.19,-190.2544,58.4801,1.5208,-34.4768,48.2027,-100.2763,204,fhw,1.5208,1,178.3946,14.0745
17,22,-3.94,-10.24,-136.4636,58.8642,1.5112,-34.6212,48.6124,-100.3364,204,fhw,1.5112,1,179.8694,14.0745
17,23,-3.94,-10.28,-66.0064,59.247,1.5015,-34.767,49.0211,-100.3966,204,fhw,1.5015,1,123.7485,11.3633
18,21,-0.7,-6.3,-134.9561,58.6047,1.5963,-33.3441,48.2242,-99.4545,204,fhw,1.5963,1,105.1954,13.5089
18,22,-0.7,-6.3,-105.0162,58.9952,1.5905,-33.4311,48.6356,-99.4753,204,fhw,1.5905,1,112.5953,13.4048
19,21,2.54,-2.38,-57.7986,58.6894,1.6728,-32.197,48.2085,-98.6315,204,fhw,1.6728,1,55.132,11.6915
0,26,-57.26,-75.07,-103.0127,52.1379,22.7911,-75.4226,48.4033,-135.166,206,cvw,-1.2089,-1,9.9499,11.512
0,27,-57.26,-75.09,-99.5686,52.1764,22.7499,-76.0402,48.5637,-135.7318,206,cvw,-1.2501,-1,7.8859,12.8349
0,28,-57.26,-75.1,-99.3112,52.2108,22.7088,-76.6575,48.7203,-136.3009,206,cvw,-1.2912,-1,3.2003,14.1807
0,29,-57.26,-75.11,-96.5676,52.2412,22.6676,-77.2747,48.8732,-136.8734,206,cvw,-1.3324,-1,0.1812,15.2506
0,30,-57.26,-75.11,-99.7582,52.2675,22.6265,-77.8915,49.0224,-137.4492,206,cvw,-1.3735,-1,0.01,15.0246
0,31,-57.26,-75.1,-98.0694,52.2898,22.5854,-78.5081,49.1679,-138.0284,206,cvw,-1.4146,-1,0.01,12.728
0,32,-57.26,-75.08,-94.4924,52.3081,22.5443,-79.1244,49.3098,-138.6109,206,cvw,-1.4557,-1,0.01,9.5587
0,33,-57.26,-75.06,-94.4924,52.3225,22.5032,-79.7402,49.4479,-139.1968,206,cvw,-1.4968,-1,0.01,9.5527
0,34,-57.26,-75.03,-99.5686,52.333,22.4622,-80.3555,49.5823,-139.7861,206,cvw,-1.5378,-1,0.01,9.5527
1,25,-54.02,-71.99,-107.4342,52.7373,22.8445,-74.6207,48.8218,-134.2145,206,cvw,-1.1555,-1,0.126,11.7837
1,26,-54.02,-72.02,-103.0127,52.8023,22.8033,-75.24,49.0073,-134.7682,206,cvw,-1.1967,-1,2.5971,13.9041
1,27,-54.02,-72.05,-102.2406,52.8632,22.7619,-75.8598,49.1892,-135.3258,206,cvw,-1.2381,-1,3.2003,14.1435
1,28,-54.02,-72.08,-102.2406,52.92,22.7206,-76.4801,49.3674,-135.8872,206,cvw,-1.2794,-1,1.5245,14.0998
1,29,-54.02,-72.09,-100.5419,52.9728,22.6792,-77.1008,49.5421,-136.4525,206,cvw,-1.3208,-1,0.01,14.0998
1,30,-54.02,-72.1,-99.7582,53.0216,22.6378,-77.7219,49.7133,-137.0218,206,cvw,-1.3622,-1,0.01,13.5797
1,31,-54.02,-72.1,-98.0694,53.0664,22.5964,-78.3435,49.8809,-137.595,206,cvw,-1.4036,-1,0.01,11.5436
1,32,-54.02,-72.1,-98.0694,53.1072,22.5549,-78.9653,50.045,-138.1722,206,cvw,-1.4451,-1,0.01,9.5587
1,33,-54.02,-72.08,-99.5686,53.1441,22.5134,-79.5874,50.2055,-138.7534,206,cvw,-1.4866,-1,0.01,9.5103
2,23,-50.78,-68.81,-98.8062,53.1876,22.9433,-73.1393,48.9634,-132.6951,206,cvw,-1.0567,-1,1.3208,12.3125
2,24,-50.78,-68.87,-99.19,53.2836,22.9022,-73.7555,49.1769,-133.2291,206,cvw,-1.0978,-1,0.01,14.6431
2,25,-50.78,-68.93,-102.0565,53.3754,22.8611,-74.373,49.3869,-133.7672,206,cvw,-1.1389,-1,0.01,15.3136
2,26,-50.78,-68.98,-103.0127,53.4631,22.8198,-74.9917,49.5935,-134.3097,206,cvw,-1.1802,-1,0.3656,16.9836
2,27,-50.78,-69.02,-102.9223,53.5468,22.7785,-75.6116,49.7966,-134.8564,206,cvw,-1.2215,-1,0.9525,16.3452
2,28,-50.78,-69.05,-102.2406,53.6264,22.7371,-76.2327,49.9963,-135.4076,206,cvw,-1.2629,-1,1.5245,15.6002
2,29,-50.78,-69.08,-103.8572,53.7021,22.6956,-76.8549,50.1926,-135.9632,206,cvw,-1.3044,-1,1.5245,14.0998
2,30,-50.78,-69.1,-103.8572,53.7738,22.654,-77.4783,50.3855,-136.5233,206,cvw,-1.346,-1,1.5245,13.5118
2,31,-50.78,-69.11,-103.8769,53.8416,22.6124,-78.1028,50.575,-137.0879,206,cvw,-1.3876,-1,0.01,12.0408
2,32,-50.78,-69.11,-110.1878,53.9054,22.5707,-78.7283,50.7612,-137.657,206,cvw,-1.4293,-1,0.01,10.2119
2,33,-50.78,-69.11,-110.1878,53.9653,22.5289,-79.3547,50.944,-138.2307,206,cvw,-1.4711,-1,0.01,10.2119
3,23,-47.54,-65.73,-99.929,53.7739,22.9636,-72.8342,49.4679,-132.2188,206,cvw,-1.0364,-1,1.7843,22.065
3,24,-47.54,-65.8,-99.7297,53.8927,22.9228,-73.4461,49.7017,-132.7379,206,cvw,-1.0772,-1,0.0508,23.5658
3,25,-47.54,-65.86,-99.4073,54.0073,22.8819,-74.0598,49.9322,-133.2617,206,cvw,-1.1181,-1,0.01,23.5986
3,26,-47.54,-65.92,-102.9223,54.118,22.8409,-74.6756,50.1594,-133.7902,206,cvw,-1.1591,-1,0.0508,22.1901
3,27,-47.54,-65.97,-103.9463,54.2247,22.7997,-75.2932,50.3834,-134.3234,206,cvw,-1.2003,-1,0.3656,19.8361
3,28,-47.54,-66.02,-104.7914,54.3275,22.7584,-75.9128,50.6042,-134.8615,206,cvw,-1.2416,-1,1.7871,16.6182
3,29,-47.54,-66.06,-104.7914,54.4264,22.717,-76.5342,50.8218,-135.4045,206,cvw,-1.283,-1,5.0954,15.5836
3,30,-47.54,-66.09,-108.2477,54.5214,22.6754,-77.1576,51.0362,-135.9525,206,cvw,-1.3246,-1,4.8699,15.1633
3,31,-47.54,-66.11,-108.2477,54.6125,22.6337,-77.7828,51.2474,-136.5056,206,cvw,-1.3663,-1,0.01,12.3717
3,32,-47.54,-66.13,-111.1065,54.6998,22.5919,-78.4097,51.4554,-137.0638,206,cvw,-1.4081,-1,0.01,10.4942
3,33,-47.54,-66.14,-115.5318,54.7832,22.55,-79.0384,51.6602,-137.6271,206,cvw,-1.45,-1,0.01,10.4942
3,34,-47.54,-66.14,-115.5318,54.8628,22.508,-79.6688,51.8618,-138.1956,206,cvw,-1.492,-1,0.01,10.0383
4,23,-44.3,-62.63,-99.7297,54.3514,22.9881,-72.4672,49.9513,-131.6899,206,cvw,-1.0119,-1,2.8241,25.4305
4,24,-44.3,-62.71,-99.7297,54.493,22.9478,-73.072,50.2048,-132.1915,206,cvw,-1.0522,-1,1.1877,26.3336
4,25,-44.3,-62.79,-99.521,54.6306,22.9073,-73.6795,50.4553,-132.6981,206,cvw,-1.0927,-1,0.0851,24.7226
4,26,-44.3,-62.86,-101.6174,54.7644,22.8666,-74.2896,50.7028,-133.2098,206,cvw,-1.1334,-1,0.2388,23.1873
4,27,-44.3,-62.93,-103.9463,54.8944,22.8258,-74.9024,50.9472,-133.7266,206,cvw,-1.1742,-1,1.4091,20.9346
4,28,-44.3,-62.98,-104.8184,55.0206,22.7847,-75.5179,51.1886,-134.2487,206,cvw,-1.2153,-1,2.2286,17.6716
4,29,-44.3,-63.04,-104.8709,55.1429,22.7435,-76.136,51.427,-134.7762,206,cvw,-1.2565,-1,6.2335,15.5707
4,30,-44.3,-63.08,-107.4035,55.2615,22.7021,-76.7567,51.6625,-135.3091,206,cvw,-1.2979,-1,6.1616,14.8691
4,31,-44.3,-63.12,-107.4035,55.3763,22.6606,-77.3801,51.895,-135.8475,206,cvw,-1.3394,-1,4.8699,12.2191
4,32,-44.3,-63.15,-106.6101,55.4873,22.6189,-78.006,52.1245,-136.3916,206,cvw,-1.3811,-1,0.01,10.4236
4,33,-44.3,-63.17,-107.3624,55.5945,22.577,-78.6345,52.351,-136.9413,206,cvw,-1.423,-1,0.01,10.0383
4,34,-44.3,-63.19,-113.3191,55.698,22.5349,-79.2654,52.5744,-137.4967,206,cvw,-1.4651,-1,0.01,8.6724
5,24,-41.06,-59.62,-97.3084,55.0821,22.9771,-72.6322,50.6841,-131.5905,206,cvw,-1.0229,-1,1.8978,25.4305
5,25,-41.06,-59.71,-99.4073,55.2428,22.9372,-73.2305,50.954,-132.077,206,cvw,-1.0628,-1,2.8241,22.8987
5,26,-41.06,-59.79,-100.8116,55.3998,22.8971,-73.8322,51.221,-132.569,206,cvw,-1.1029,-1,3.0115,21.6148
5,27,-41.06,-59.87,-103.0226,55.5531,22.8568,-74.4372,51.4853,-133.0664,206,cvw,-1.1432,-1,4.0701,16.4517
5,28,-41.06,-59.94,-103.9463,55.7027,22.8162,-75.0457,51.7467,-133.5694,206,cvw,-1.1838,-1,9.6426,15.2903
5,29,-41.06,-60.01,-103.3057,55.8487,22.7754,-75.6575,52.0054,-134.0782,206,cvw,-1.2246,-1,9.6426,13.4019
5,30,-41.06,-60.07,-104.6749,55.991,22.7344,-76.2728,52.2614,-134.5927,206,cvw,-1.2656,-1,9.3588,13.296
5,31,-41.06,-60.12,-105.8361,56.1296,22.6932,-76.8915,52.5146,-135.1132,206,cvw,-1.3068,-1,6.3503,11.1879
5,32,-41.06,-60.16,-103.2979,56.2646,22.6517,-77.5136,52.7651,-135.6398,206,cvw,-1.3483,-1,6.3503,8.6724
5,33,-41.06,-60.2,-101.7337,56.3959,22.61,-78.139,53.0128,-136.1724,206,cvw,-1.39,-1,0.01,7.8893
6,25,-37.82,-56.61,-97.3084,55.8413,22.9718,-72.7115,51.4259,-131.3995,206,cvw,-1.0282,-1,3.5177,17.3879
6,26,-37.82,-56.71,-98.1536,56.0213,22.9325,-73.3016,51.7118,-131.8687,206,cvw,-1.0675,-1,6.3637,16.3064
6,27,-37.82,-56.8,-100.8116,56.1979,22.8929,-73.8958,51.9951,-132.3436,206,cvw,-1.1071,-1,9.6426,14.3246
6,28,-37.82,-56.89,-100.8116,56.371,22.853,-74.4941,52.2759,-132.8244,206,cvw,-1.147,-1,12.2701,12.7382
6,29,-37.82,-56.97,-96.777,56.5405,22.8128,-75.0965,52.5542,-133.3111,206,cvw,-1.1872,-1,24.7496,10.7692
6,30,-37.82,-57.04,-96.777,56.7066,22.7724,-75.7032,52.83,-133.804,206,cvw,-1.2276,-1,24.2366,9.5656
6,40,-37.82,-57.4,-316.7869,58.1721,22.3527,-81.9987,55.4466,-139.096,206,cvw,-1.6473,-1,120.2814,10.2872
6,41,-37.82,-57.39,-318.9995,58.2986,22.3092,-82.6506,55.6935,-139.6642,206,cvw,-1.6908,-1,108.0511,11.236
6,42,-37.82,-57.38,-327.8501,58.4214,22.2655,-83.3064,55.9375,-140.2398,206,cvw,-1.7345,-1,103.0978,10.162
6,43,-37.82,-57.35,-340.803,58.5404,22.2215,-83.966,56.1785,-140.8231,206,cvw,-1.7785,-1,93.6639,10.162
6,44,-37.82,-57.31,-340.803,58.6556,22.1773,-84.6294,56.4166,-141.4141,206,cvw,-1.8227,-1,75.3147,12.3842
6,45,-37.82,-57.27,-346.5958,58.767,22.1328,-85.2964,56.6517,-142.0128,206,cvw,-1.8672,-1,57.9065,12.3842
6,46,-37.82,-57.21,-399.7036,58.8745,22.0881,-85.967,56.8836,-142.6195,206,cvw,-1.9119,-1,52.4141,11.5987
6,47,-37.82,-57.14,-411.3607,58.9782,22.0432,-86.6411,57.1125,-143.2342,206,cvw,-1.9568,-1,48.3009,10.9189
7,26,-34.58,-53.61,-97.3084,56.6262,22.9728,-72.6968,52.1726,-131.1104,206,cvw,-1.0272,-1,10.5559,13.4681
7,38,-34.58,-54.5,-323.731,58.8018,22.4871,-79.9816,55.6411,-136.9295,206,cvw,-1.5129,-1,141.2042,14.1427
7,39,-34.58,-54.53,-297.7856,58.9609,22.4445,-80.6214,55.9149,-137.4604,206,cvw,-1.5555,-1,136.6013,12.3323
7,40,-34.58,-54.55,-297.7856,59.1164,22.4015,-81.2662,56.1862,-137.9992,206,cvw,-1.5985,-1,122.102,13.6242
7,41,-34.58,-54.56,-315.209,59.2683,22.3582,-81.916,56.4549,-138.5459,206,cvw,-1.6418,-1,124.814,13.5953
7,42,-34.58,-54.57,-315.209,59.4166,22.3145,-82.5708,56.7211,-139.1006,206,cvw,-1.6855,-1,108.6762,13.1091
7,43,-34.58,-54.56,-315.209,59.5612,22.2705,-83.2306,56.9846,-139.6635,206,cvw,-1.7295,-1,103.0978,12.9778
7,44,-34.58,-54.55,-325.4202,59.7021,22.2262,-83.8952,57.2454,-140.2348,206,cvw,-1.7738,-1,76.9523,12.9821
7,45,-34.58,-54.52,-330.585,59.8393,22.1816,-84.5646,57.5035,-140.8146,206,cvw,-1.8184,-1,67.5017,12.9964
7,46,-34.58,-54.49,-330.585,59.9727,22.1367,-85.2389,57.7587,-141.403,206,cvw,-1.8633,-1,55.361,12.7229
7,47,-34.58,-54.44,-359.4989,60.1022,22.0914,-85.9179,58.0111,-142.0001,206,cvw,-1.9086,-1,55.361,11.8136
7,48,-34.58,-54.39,-197.5428,60.228,22.0458,-86.6015,58.2605,-142.6061,206,cvw,-1.9542,-1,72.7774,11.6914
8,32,-31.34,-51.14,-599.9293,58.4997,22.7878,-75.4711,54.4839,-132.9116,206,cvw,-1.2122,-1,183.4978,19.1519
8,33,-31.34,-51.23,-599.9293,58.7035,22.7481,-76.0667,54.7907,-133.3705,206,cvw,-1.2519,-1,200.0495,17.8345
8,34,-31.34,-51.32,-447.8107,58.9041,22.708,-76.6682,55.0955,-133.8365,206,cvw,-1.292,-1,200.0495,17.5984
8,35,-31.34,-51.39,-392.2784,59.1016,22.6675,-77.2757,55.3982,-134.3096,206,cvw,-1.3325,-1,183.5822,17.3264
8,36,-31.34,-51.47,-392.2784,59.2957,22.6267,-77.889,55.6989,-134.7901,206,cvw,-1.3733,-1,163.3715,16.2238
8,37,-31.34,-51.53,-362.8175,59.4866,22.5854,-78.5084,55.9975,-135.2782,206,cvw,-1.4146,-1,141.2042,16.2238
8,38,-31.34,-51.59,-238.2555,59.6742,22.5437,-79.1339,56.2939,-135.7741,206,cvw,-1.4563,-1,138.9442,15.8814
8,39,-31.34,-51.65,-219.4573,59.8585,22.5016,-79.7654,56.5882,-136.2778,206,cvw,-1.4984,-1,122.102,16.8569
8,40,-31.34,-51.69,-203.8143,60.0393,22.4591,-80.4029,56.8803,-136.7896,206,cvw,-1.5409,-1,122.102,16.8569
8,41,-31.34,-51.73,-205.6605,60.2167,22.4161,-81.0466,57.1702,-137.3097,206,cvw,-1.5839,-1,122.102,16.8923
8,42,-31.34,-51.76,-169.54,60.3907,22.3728,-81.6964,57.4577,-137.8382,206,cvw,-1.6272,-1,73.506,16.8923
8,43,-31.34,-51.78,-152.4725,60.5611,22.3291,-82.3522,57.743,-138.3754,206,cvw,-1.6709,-1,73.506,16.7616
8,44,-31.34,-51.79,-142.3472,60.7279,22.285,-83.0142,58.0258,-138.9214,206,cvw,-1.715,-1,67.5017,15.2461
8,45,-31.34,-51.79,-140.9921,60.8912,22.2404,-83.6823,58.3062,-139.4764,206,cvw,-1.7596,-1,55.361,14.729
8,46,-31.34,-51.78,-140.9921,61.0508,22.1955,-84.3564,58.584,-140.0406,206,cvw,-1.8045,-1,55.361,14.5031
8,47,-31.34,-51.76,-141.5097,61.2066,22.1501,-85.0367,58.8593,-140.6142,206,cvw,-1.8499,-1,55.361,13.5964
8,48,-31.34,-51.73,-151.4246,61.3588,22.1044,-85.7229,59.132,-141.1974,206,cvw,-1.8956,-1,53.8454,12.9575
8,49,-31.34,-51.69,-154.1554,61.5071,22.0582,-86.4151,59.4019,-141.7903,206,cvw,-1.9418,-1,65.6756,12.2765
8,50,-31.34,-51.64,-173.8654,61.6516,22.0117,-87.1132,59.6691,-142.3931,206,cvw,-1.9883,-1,94.8842,12.1543
9,29,-28.1,-47.73,-757.02,58.4999,22.9593,-72.8992,53.9945,-130.611,206,cvw,-1.0407,-1,226.1224,18.0687
9,30,-28.1,-47.86,-718.4772,58.7361,22.9221,-73.4573,54.3242,-131.0175,206,cvw,-1.0779,-1,192.9318,21.0538
9,31,-28.1,-47.97,-656.1127,58.9694,22.8845,-74.0217,54.6521,-131.4305,206,cvw,-1.1155,-1,192.9318,21.5795
9,32,-28.1,-48.09,-637.3508,59.1998,22.8464,-74.5926,54.9783,-131.85,206,cvw,-1.1536,-1,205.2309,21.1097
9,33,-28.1,-48.2,-491.5673,59.4274,22.8079,-75.1699,55.3027,-132.2764,206,cvw,-1.1921,-1,204.3316,20.9144
9,34,-28.1,-48.3,-447.8107,59.6519,22.769,-75.7539,55.6255,-132.7098,206,cvw,-1.231,-1,183.5822,19.9713
9,35,-28.1,-48.4,-369.5774,59.8736,22.7296,-76.3446,55.9465,-133.1504,206,cvw,-1.2704,-1,144.7669,18.8755
9,36,-28.1,-48.5,-362.8175,60.0921,22.6898,-76.9422,56.2657,-133.5984,206,cvw,-1.3102,-1,132.4955,17.4081
9,37,-28.1,-48.58,-113.6333,60.3077,22.6495,-77.5466,56.5831,-134.054,206,cvw,-1.3505,-1,107.0624,17.4081
9,38,-28.1,-48.67,-90.4843,60.5201,22.6087,-78.1579,56.8987,-134.5174,206,cvw,-1.3913,-1,57.6038,19.2299
9,39,-28.1,-48.74,-93.5855,60.7294,22.5675,-78.7764,57.2125,-134.9888,206,cvw,-1.4325,-1,50.2076,19.7519
9,40,-28.1,-48.81,-97.6971,60.9355,22.5258,-79.4019,57.5243,-135.4685,206,cvw,-1.4742,-1,49.7507,18.9351
9,41,-28.1,-48.87,-99.2853,61.1384,22.4836,-80.0346,57.8343,-135.9566,206,cvw,-1.5164,-1,43.5851,17.8236
9,42,-28.1,-48.93,-104.6318,61.338,22.441,-80.6745,58.1422,-136.4533,206,cvw,-1.559,-1,45.2818,16.9852
9,43,-28.1,-48.98,-109.5718,61.5343,22.3978,-81.3218,58.4482,-136.9589,206,cvw,-1.6022,-1,49.8313,16.7616
9,44,-28.1,-49.01,-107.915,61.7271,22.3542,-81.9763,58.7521,-137.4736,206,cvw,-1.6458,-1,49.8313,15.2461
9,45,-28.1,-49.04,-111.0112,61.9166,22.31,-82.6383,59.0538,-137.9977,206,cvw,-1.69,-1,49.8313,14.5031
9,46,-28.1,-49.07,-122.1214,62.1026,22.2654,-83.3076,59.3534,-138.5313,206,cvw,-1.7346,-1,53.8454,14.5031
9,47,-28.1,-49.08,-141.5097,62.285,22.2203,-83.9844,59.6508,-139.0747,206,cvw,-1.7797,-1,55.361,13.5964
9,48,-28.1,-49.08,-151.4246,62.4638,22.1747,-84.6687,59.9459,-139.6281,206,cvw,-1.8253,-1,63.7375,12.2765
9,49,-28.1,-49.07,-154.1554,62.639,22.1286,-85.3604,60.2386,-140.1918,206,cvw,-1.8714,-1,63.7375,12.2765
10,30,-24.86,-44.74,-739.9,59.3614,22.9843,-72.5248,54.7421,-129.9574,206,cvw,-1.0157,-1,217.5279,21.491
10,31,-24.86,-44.87,-609.7106,59.6174,22.9483,-73.0649,55.0858,-130.3342,206,cvw,-1.0517,-1,215.833,21.5109
10,32,-24.86,-45.0,-448.022,59.8708,22.9118,-73.612,55.4281,-130.7175,206,cvw,-1.0882,-1,205.2309,21.6722
10,33,-24.86,-45.13,-113.1788,60.1216,22.8748,-74.1662,55.769,-131.1073,206,cvw,-1.1252,-1,158.6271,21.1529
10,34,-24.86,-45.25,-87.305,60.3696,22.8374,-74.7277,56.1084,-131.5039,206,cvw,-1.1626,-1,105.372,21.1293
10,35,-24.86,-45.37,-62.63,60.615,22.7995,-75.2965,56.4463,-131.9076,206,cvw,-1.2005,-1,56.5464,21.3242
10,36,-24.86,-45.49,-61.9529,60.8576,22.7611,-75.8729,56.7827,-132.3185,206,cvw,-1.2389,-1,49.5343,21.9648
10,37,-24.86,-45.6,-62.2753,61.0973,22.7221,-76.457,57.1177,-132.7368,206,cvw,-1.2779,-1,39.5972,21.2918
10,38,-24.86,-45.7,-65.0193,61.3343,22.6827,-77.0489,57.4512,-133.1628,206,cvw,-1.3173,-1,39.5972,20.7551
10,39,-24.86,-45.8,-69.1899,61.5683,22.6427,-77.6488,57.7831,-133.5967,206,cvw,-1.3573,-1,38.4331,20.1223
10,40,-24.86,-45.9,-74.0457,61.7994,22.6021,-78.2567,58.1134,-134.0387,206,cvw,-1.3979,-1,32.7628,19.6101
10,41,-24.86,-45.99,-84.724,62.0275,22.5611,-78.8728,58.4422,-134.4892,206,cvw,-1.4389,-1,39.1347,17.8236
10,42,-24.86,-46.07,-93.7283,62.2526,22.5194,-79.4972,58.7693,-134.9482,206,cvw,-1.4806,-1,42.5602,16.928
10,43,-24.86,-46.15,-94.8963,62.4746,22.4772,-80.1301,59.0948,-135.4161,206,cvw,-1.5228,-1,38.9426,15.2461
10,44,-24.86,-46.22,-95.9409,62.6934,22.4345,-80.7715,59.4185,-135.8932,206,cvw,-1.5655,-1,37.7929,12.6232
11,32,-21.62,-41.87,-69.9617,60.5086,22.984,-72.5288,55.8305,-129.5184,206,cvw,-1.016,-1,74.928,21.8703
11,40,-21.62,-42.94,-56.8598,62.6252,22.6885,-76.9619,58.6431,-132.5052,206,cvw,-1.3115,-1,30.8228,16.624
